president,pres,organization,approve,disapprove,noopinion,samplesize,pop,begdate,enddate,notes,termMonths
Carter,JEC,Gallup,39,50,11,1549,,4/11/1980,4/14/1980,,38.76796715
Carter,JEC,Gallup,43,47,10,1530,,5/2/1980,5/5/1980,,39.45790554
Carter,JEC,Gallup,38,51,11,1582,,5/16/1980,5/19/1980,,39.91786448
Carter,JEC,Gallup,38,52,10,1597,,5/30/1980,6/2/1980,,40.37782341
Carter,JEC,Gallup,32,56,12,1583,,6/13/1980,6/16/1980,,40.83778234
Carter,JEC,Gallup,31,58,11,1569,,6/27/1980,6/30/1980,,41.29774127
Carter,JEC,Gallup,33,55,12,1548,,7/11/1980,7/14/1980,,41.75770021
Carter,JEC,Gallup,32,55,13,1600,,8/15/1980,8/18/1980,,42.90759754
Carter,JEC,Gallup,37,55,8,NA,,9/12/1980,9/15/1980,,43.8275154
Carter,JEC,Gallup,31,56,13,NA,,11/21/1980,11/24/1980,,46.12731006
Carter,JEC,Gallup,34,55,11,1549,,12/5/1980,12/8/1980,,46.58726899
Reagan,RR,Gallup,51,13,36,1609,,1/30/1981,2/2/1981,,0.427104723
Reagan,RR,Gallup,55,18,27,1589,,2/13/1981,2/16/1981,,0.887063655
Reagan,RR,Gallup,60,24,16,1601,,3/13/1981,3/16/1981,,1.80698152
Reagan,RR,Gallup,67,18,15,1545,,4/3/1981,4/6/1981,,2.496919918
Reagan,RR,Gallup,67,19,14,1533,,4/10/1981,4/13/1981,,2.726899384
Reagan,RR,Gallup,68,21,11,1519,,5/8/1981,5/11/1981,,3.646817248
Reagan,RR,Gallup,59,28,13,1515,,6/5/1981,6/8/1981,,4.566735113
Reagan,RR,Gallup,59,29,12,1526,,6/19/1981,6/22/1981,,5.026694045
Reagan,RR,Gallup,58,30,12,1535,,6/26/1981,6/29/1981,,5.256673511
Reagan,RR,Gallup,60,29,11,1545,,7/17/1981,7/20/1981,,5.94661191
Reagan,RR,Gallup,56,30,14,1564,,7/24/1981,7/27/1981,,6.176591376
Reagan,RR,Gallup,60,28,12,1516,,7/31/1981,8/3/1981,,6.406570842
Reagan,RR,Gallup,60,29,11,1534,,8/14/1981,8/17/1981,,6.866529774
Reagan,RR,Gallup,52,37,11,1540,,9/18/1981,9/21/1981,,8.016427105
Reagan,RR,Gallup,56,35,9,1508,,10/2/1981,10/5/1981,,8.476386037
Reagan,RR,Gallup,53,35,12,1500,,10/30/1981,11/2/1981,,9.396303901
Reagan,RR,Gallup,49,40,11,1667,,11/13/1981,11/16/1981,,9.856262834
Reagan,RR,Gallup,54,37,9,1508,,11/20/1981,11/23/1981,,10.0862423
Reagan,RR,Gallup,49,41,10,1483,,12/11/1981,12/14/1981,,10.7761807
Reagan,RR,Gallup,49,40,11,1484,,1/8/1982,1/11/1982,,11.69609856
Reagan,RR,Gallup,47,42,11,1511,,1/22/1982,1/25/1982,,12.15605749
Reagan,RR,Gallup,47,43,10,1547,,2/5/1982,2/8/1982,,12.61601643
Reagan,RR,Gallup,46,45,9,1580,,3/12/1982,3/15/1982,,13.76591376
Reagan,RR,Gallup,45,46,9,1543,,4/2/1982,4/5/1982,,14.45585216
Reagan,RR,Gallup,43,47,10,1589,,4/23/1982,4/26/1982,,15.14579055
Reagan,RR,Gallup,44,46,10,1584,,4/30/1982,5/3/1982,,15.37577002
Reagan,RR,Gallup,45,44,11,1555,,5/14/1982,5/17/1982,,15.83572895
Reagan,RR,Gallup,45,45,10,1504,,6/11/1982,6/14/1982,,16.75564682
Reagan,RR,Gallup,44,46,10,1531,,6/25/1982,6/28/1982,,17.21560575
Reagan,RR,Gallup,42,46,12,1518,,7/23/1982,7/26/1982,,18.13552361
Reagan,RR,Gallup,41,47,12,1514,,7/30/1982,8/2/1982,,18.36550308
Reagan,RR,Gallup,41,49,10,1543,,8/13/1982,8/16/1982,,18.82546201
Reagan,RR,Gallup,42,46,12,1519,,8/27/1982,8/30/1982,,19.28542094
Reagan,RR,Gallup,42,48,10,1486,,9/17/1982,9/20/1982,,19.97535934
Reagan,RR,Gallup,42,48,10,1543,,10/15/1982,10/18/1982,,20.89527721
Reagan,RR,Gallup,43,47,10,1540,,11/5/1982,11/8/1982,,21.58521561
Reagan,RR,Gallup,43,47,10,1533,,11/19/1982,11/22/1982,,22.04517454
Reagan,RR,Gallup,41,50,9,1509,,12/10/1982,12/13/1982,,22.73511294
Reagan,RR,Gallup,37,54,9,1574,,1/14/1983,1/17/1983,,23.88501027
Reagan,RR,Gallup,37,53,10,1515,,1/21/1983,1/24/1983,,24.11498973
Reagan,RR,Gallup,35,56,9,1555,,1/28/1983,1/31/1983,,24.3449692
Reagan,RR,Gallup,40,50,10,1540,,2/25/1983,2/28/1983,,25.26488706
Reagan,RR,Gallup,41,49,10,1558,,3/11/1983,3/14/1983,,25.724846
Reagan,RR,Gallup,41,49,10,1509,,4/15/1983,4/18/1983,,26.87474333
Reagan,RR,Gallup,43,46,11,1517,,4/29/1983,5/2/1983,,27.33470226
Reagan,RR,Gallup,43,45,12,1540,,5/13/1983,5/16/1983,,27.79466119
Reagan,RR,Gallup,46,43,11,1534,,5/20/1983,5/23/1983,,28.02464066
Reagan,RR,Gallup,43,45,12,1503,,6/10/1983,6/13/1983,,28.71457906
Reagan,RR,Gallup,47,44,9,1558,,6/24/1983,6/27/1983,,29.17453799
Reagan,RR,Gallup,42,47,11,1567,,7/22/1983,7/25/1983,,30.09445585
Reagan,RR,Gallup,44,42,14,1565,,7/29/1983,8/1/1983,,30.32443532
Reagan,RR,Gallup,44,46,10,1497,,8/5/1983,8/8/1983,,30.55441478
Reagan,RR,Gallup,43,45,12,1534,,8/12/1983,8/15/1983,,30.78439425
Reagan,RR,Gallup,43,46,11,1506,,8/19/1983,8/22/1983,,31.01437372
Reagan,RR,Gallup,47,42,11,1574,,9/9/1983,9/12/1983,,31.70431211
Reagan,RR,Gallup,48,42,10,1533,,9/16/1983,9/19/1983,,31.93429158
Reagan,RR,Gallup,45,44,11,1503,,10/7/1983,10/10/1983,,32.62422998
Reagan,RR,Gallup,49,41,10,1549,,10/21/1983,10/24/1983,,33.08418891
Reagan,RR,Gallup,53,37,10,1504,,11/18/1983,11/21/1983,,34.00410678
Reagan,RR,Gallup,54,38,8,1510,,12/9/1983,12/12/1983,,34.69404517
Reagan,RR,Gallup,52,38,10,1549,,1/13/1984,1/16/1984,,35.84394251
Reagan,RR,Gallup,55,37,8,1562,,1/27/1984,1/30/1984,,36.30390144
Reagan,RR,Gallup,55,36,9,1610,,2/10/1984,2/13/1984,,36.76386037
Reagan,RR,Gallup,54,39,7,1514,,3/16/1984,3/19/1984,,37.9137577
Reagan,RR,Gallup,54,36,10,1531,,4/6/1984,4/9/1984,,38.6036961
Reagan,RR,Gallup,52,37,11,NA,,5/3/1984,5/5/1984,,39.45790554
Reagan,RR,Gallup,54,38,8,1516,,5/18/1984,5/21/1984,,39.9835729
Reagan,RR,Gallup,55,33,12,NA,,6/6/1984,6/8/1984,,40.57494867
Reagan,RR,Gallup,54,36,10,1522,,6/22/1984,6/25/1984,,41.13347023
Reagan,RR,Gallup,53,37,10,1516,,6/29/1984,7/2/1984,,41.36344969
Reagan,RR,Gallup,54,35,11,1523,,7/6/1984,7/9/1984,,41.59342916
Reagan,RR,Gallup,55,35,10,1532,,7/13/1984,7/16/1984,,41.82340862
Reagan,RR,Gallup,52,37,11,1579,,7/27/1984,7/30/1984,,42.28336756
Reagan,RR,Gallup,54,38,8,1585,,8/10/1984,8/13/1984,,42.74332649
Reagan,RR,Gallup,57,36,7,1521,,9/7/1984,9/10/1984,,43.66324435
Reagan,RR,Gallup,57,36,7,1518,,9/21/1984,9/24/1984,,44.12320329
Reagan,RR,Gallup,54,35,11,1590,,9/28/1984,10/1/1984,,44.35318275
Reagan,RR,Gallup,58,33,9,1520,,10/26/1984,10/29/1984,,45.27310062
Reagan,RR,Gallup,61,31,8,1509,,11/9/1984,11/12/1984,,45.73305955
Reagan,RR,Gallup,62,30,8,1518,,11/30/1984,12/3/1984,,46.42299795
Reagan,RR,Gallup,59,32,9,1505,,12/7/1984,12/10/1984,,46.65297741
Reagan,RR,Gallup,62,29,9,1523,,1/11/1985,1/14/1985,,47.80287474
Reagan,RR,Gallup,64,28,8,1528,,1/25/1985,1/28/1985,,48.26283368
Reagan,RR,Gallup,60,31,9,1557,,2/15/1985,2/18/1985,,48.95277207
Reagan,RR,Gallup,56,37,7,1571,,3/8/1985,3/11/1985,,49.64271047
Reagan,RR,Gallup,52,37,11,1525,,4/12/1985,4/15/1985,,50.7926078
Reagan,RR,Gallup,55,37,8,NA,,5/17/1985,5/20/1985,,51.94250513
Reagan,RR,Gallup,58,32,10,NA,,6/7/1985,6/10/1985,,52.63244353
Reagan,RR,Gallup,63,28,9,1536,,7/12/1985,7/15/1985,,53.78234086
Reagan,RR,Gallup,65,26,9,NA,,8/13/1985,8/15/1985,,54.80082136
Reagan,RR,Gallup,57,32,11,NA,,8/16/1985,8/19/1985,,54.93223819
Reagan,RR,Gallup,60,30,10,1021,,9/13/1985,9/16/1985,,55.85215606
Reagan,RR,Gallup,63,29,8,1540,,10/11/1985,10/14/1985,,56.77207392
Reagan,RR,Gallup,62,28,10,NA,,11/1/1985,11/4/1985,,57.46201232
Reagan,RR,Gallup,65,24,11,NA,,11/11/1985,11/18/1985,,57.92197125
Reagan,RR,Gallup,63,29,8,NA,,12/6/1985,12/9/1985,,58.61190965
Reagan,RR,Gallup,64,27,9,1570,,1/10/1986,1/13/1986,,59.76180698
Reagan,RR,Gallup,63,26,11,NA,,3/4/1986,3/10/1986,,61.60164271
Reagan,RR,Gallup,62,29,10,1552,,4/11/1986,4/14/1986,,62.75154004
Reagan,RR,Gallup,68,23,9,1004,,5/16/1986,5/19/1986,,63.90143737
Reagan,RR,Gallup,61,29,10,NA,,6/6/1986,6/9/1986,,64.59137577
Reagan,RR,Gallup,64,26,10,NA,,6/9/1986,6/16/1986,,64.82135524
Reagan,RR,Gallup,63,28,9,1539,,7/11/1986,7/14/1986,,65.7412731
Reagan,RR,Gallup,61,27,12,NA,,8/8/1986,8/11/1986,,66.66119097
Reagan,RR,Gallup,61,25,14,NA,,9/12/1986,9/15/1986,,67.8110883
Reagan,RR,Gallup,63,26,11,NA,,9/13/1986,9/17/1986,,67.87679671
Reagan,RR,Gallup,63,29,8,1559,,10/24/1986,10/27/1986,,69.19096509
Reagan,RR,Gallup,47,44,9,NA,,12/4/1986,12/5/1986,,70.47227926
Reagan,RR,Gallup,48,43,9,NA,,12/5/1986,12/8/1986,,70.57084189
Reagan,RR,Gallup,49,42,9,1562,,1/16/1987,1/19/1987,,71.95071869
Reagan,RR,Gallup,43,46,11,NA,,3/6/1987,3/9/1987,,73.56057495
Reagan,RR,Gallup,47,44,9,NA,,3/14/1987,3/18/1987,,73.85626283
Reagan,RR,Gallup,48,43,9,1571,,4/10/1987,4/13/1987,,74.71047228
Reagan,RR,Gallup,47,44,9,NA,,6/5/1987,6/8/1987,,76.55030801
Reagan,RR,Gallup,53,40,7,NA,,6/8/1987,6/14/1987,,76.74743326
Reagan,RR,Gallup,49,43,8,1607,,7/10/1987,7/13/1987,,77.70020534
Reagan,RR,Gallup,45,41,14,NA,,8/7/1987,8/10/1987,,78.6201232
Reagan,RR,Gallup,49,42,9,NA,,8/24/1987,9/2/1987,,79.37577002
Reagan,RR,Gallup,51,41,8,NA,,10/23/1987,10/26/1987,,81.14989733
Reagan,RR,Gallup,49,41,10,NA,,12/4/1987,12/7/1987,,82.52977413
Reagan,RR,Gallup,50,41,9,2109,,1/8/1988,1/17/1988,,83.87679671
Reagan,RR,Gallup,49,40,11,2061,,1/22/1988,1/25/1988,,84.13963039
Reagan,RR,Gallup,50,42,8,NA,,3/4/1988,3/7/1988,,85.51950719
Reagan,RR,Gallup,51,37,12,NA,,3/8/1988,3/12/1988,,85.68377823
Reagan,RR,Gallup,50,39,11,NA,,4/8/1988,4/11/1988,,86.66940452
Reagan,RR,Gallup,50,38,12,NA,,5/2/1988,5/8/1988,,87.55646817
Reagan,RR,Gallup,48,43,9,3021,,5/13/1988,5/22/1988,,88.0164271
Reagan,RR,Gallup,51,39,10,NA,,6/10/1988,6/13/1988,,88.73921971
Reagan,RR,Gallup,48,40,12,NA,,6/24/1988,6/27/1988,,89.19917864
Reagan,RR,Gallup,51,35,14,NA,,7/1/1988,7/7/1988,,89.52772074
Reagan,RR,Gallup,54,36,10,NA,,7/15/1988,7/18/1988,,89.88911704
Reagan,RR,Gallup,53,37,10,NA,,8/19/1988,8/22/1988,,91.03901437
Reagan,RR,Gallup,54,37,9,NA,,9/25/1988,10/1/1988,,92.35318275
Reagan,RR,Gallup,51,38,11,NA,,10/21/1988,10/24/1988,,93.10882957
Reagan,RR,Gallup,57,35,8,NA,,11/11/1988,11/14/1988,,93.79876797
Reagan,RR,Gallup,63,29,8,NA,,12/27/1988,12/29/1988,,95.27720739
BushGHW,GHWB,Gallup,51,6,43,1001,,1/24/1989,1/26/1989,Personal,0.197125257
BushGHW,GHWB,Gallup,55,12,33,2048,,1/27/1989,2/5/1989,Personal,0.525667351
BushGHW,GHWB,Gallup,61,12,28,1052,,2/24/1989,2/27/1989,,1.248459959
BushGHW,GHWB,Gallup,63,13,24,1000,,2/28/1989,3/2/1989,,1.347022587
BushGHW,GHWB,Gallup,56,16,28,1050,,3/10/1989,3/13/1989,,1.708418891
BushGHW,GHWB,Gallup,58,16,26,1007,,4/10/1989,4/16/1989,,2.825462012
BushGHW,GHWB,Gallup,56,22,22,1239,,5/4/1989,5/7/1989,,3.515400411
BushGHW,GHWB,Gallup,58,18,24,1073,,5/5/1989,5/8/1989,Personal,3.54825462
BushGHW,GHWB,Gallup,63,18,20,1250,,5/15/1989,5/18/1989,,3.876796715
BushGHW,GHWB,Gallup,70,14,16,1235,,6/8/1989,6/11/1989,,4.665297741
BushGHW,GHWB,Gallup,67,18,14,1253,,7/6/1989,7/9/1989,,5.585215606
BushGHW,GHWB,Gallup,69,19,12,1250,,8/10/1989,8/13/1989,,6.735112936
BushGHW,GHWB,Gallup,64,18,18,1007,,8/15/1989,8/27/1989,,7.195071869
BushGHW,GHWB,Gallup,70,17,13,1238,,9/7/1989,9/10/1989,,7.655030801
BushGHW,GHWB,Gallup,67,19,15,998,,9/22/1989,9/24/1989,,8.114989733
BushGHW,GHWB,Gallup,68,20,12,1234,,10/5/1989,10/8/1989,,8.574948665
BushGHW,GHWB,Gallup,60,23,18,1025,,10/13/1989,10/23/1989,,9.067761807
BushGHW,GHWB,Gallup,70,17,13,1025,,11/2/1989,11/5/1989,Personal,9.49486653
BushGHW,GHWB,Gallup,70,17,13,1230,,11/9/1989,11/12/1989,,9.724845996
BushGHW,GHWB,Gallup,71,20,9,1235,,12/7/1989,12/10/1989,,10.64476386
BushGHW,GHWB,Gallup,80,11,9,1226,,1/4/1990,1/7/1990,,11.56468172
BushGHW,GHWB,Gallup,67,16,17,1034,,12/8/1989,1/8/1990,,11.59753593
BushGHW,GHWB,Gallup,73,16,11,1227,,2/8/1990,2/11/1990,,12.71457906
BushGHW,GHWB,Gallup,73,16,11,1235,,2/15/1990,2/18/1990,,12.94455852
BushGHW,GHWB,Gallup,72,16,12,1001,,2/9/1990,3/11/1990,,13.63449692
BushGHW,GHWB,Gallup,68,18,14,1228,,3/8/1990,3/11/1990,,13.63449692
BushGHW,GHWB,Gallup,74,15,11,1225,,3/15/1990,3/18/1990,,13.86447639
BushGHW,GHWB,Gallup,74,18,8,1073,,3/16/1990,3/29/1990,Personal,14.22587269
BushGHW,GHWB,Gallup,68,16,16,1223,,4/5/1990,4/8/1990,,14.55441478
BushGHW,GHWB,Gallup,71,16,13,1062,,4/6/1990,4/18/1990,Personal,14.88295688
BushGHW,GHWB,Gallup,67,17,16,1012,,4/19/1990,4/22/1990,,15.01437372
BushGHW,GHWB,Gallup,65,20,15,1255,,5/17/1990,5/20/1990,,15.93429158
BushGHW,GHWB,Gallup,66,21,14,1008,,5/4/1990,5/22/1990,,16
BushGHW,GHWB,Gallup,67,19,14,1166,,5/4/1990,5/22/1990,Personal,16
BushGHW,GHWB,Gallup,68,17,13,1233,,6/7/1990,6/10/1990,,16.62422998
BushGHW,GHWB,Gallup,69,17,14,1236,,6/15/1990,6/17/1990,,16.85420945
BushGHW,GHWB,Gallup,63,24,13,1240,,7/6/1990,7/8/1990,,17.54414784
BushGHW,GHWB,Gallup,60,24,16,1012,,7/9/1990,7/15/1990,,17.77412731
BushGHW,GHWB,Gallup,60,25,15,1242,,7/19/1990,7/22/1990,,18.00410678
BushGHW,GHWB,Gallup,74,16,10,1227,,8/3/1990,8/4/1990,Personal,18.4312115
BushGHW,GHWB,Gallup,61,26,13,1068,,7/20/1990,8/12/1990,Personal,18.69404517
BushGHW,GHWB,Gallup,74,16,10,1227,,8/9/1990,8/12/1990,,18.69404517
BushGHW,GHWB,Gallup,75,16,9,1241,,8/16/1990,8/19/1990,,18.92402464
BushGHW,GHWB,Gallup,68,20,12,1030,,8/10/1990,8/26/1990,Personal,19.15400411
BushGHW,GHWB,Gallup,76,16,8,1010,,8/23/1990,8/26/1990,,19.15400411
BushGHW,GHWB,Gallup,74,17,9,1007,,8/30/1990,9/2/1990,,19.38398357
BushGHW,GHWB,Gallup,76,16,8,1031,,9/10/1990,9/11/1990,,19.67967146
BushGHW,GHWB,Gallup,72,17,10,1024,,9/14/1990,9/16/1990,,19.84394251
BushGHW,GHWB,Gallup,68,20,13,1000,,9/27/1990,9/30/1990,,20.30390144
BushGHW,GHWB,Gallup,66,25,9,1010,,10/3/1990,10/4/1990,,20.43531828
BushGHW,GHWB,Gallup,67,22,11,1049,,9/21/1990,10/9/1990,Personal,20.59958932
BushGHW,GHWB,Gallup,56,33,11,1009,,10/11/1990,10/14/1990,,20.76386037
BushGHW,GHWB,Gallup,53,37,10,1002,,10/18/1990,10/21/1990,,20.99383984
BushGHW,GHWB,Gallup,55,36,10,1012,,10/25/1990,10/28/1990,,21.2238193
BushGHW,GHWB,Gallup,58,32,10,1021,,11/1/1990,11/4/1990,Personal,21.45379877
BushGHW,GHWB,Gallup,58,34,9,1008,,11/8/1990,11/11/1990,,21.68377823
BushGHW,GHWB,Gallup,54,33,13,1018,,11/15/1990,11/18/1990,,21.9137577
BushGHW,GHWB,Gallup,51,36,12,1063,,11/9/1990,11/25/1990,Personal,22.14373717
BushGHW,GHWB,Gallup,61,29,10,1013,,11/29/1990,12/2/1990,,22.37371663
BushGHW,GHWB,Gallup,58,33,9,1007,,12/6/1990,12/9/1990,,22.6036961
BushGHW,GHWB,Gallup,63,30,7,1019,,12/13/1990,12/16/1990,,22.83367556
BushGHW,GHWB,Gallup,59,31,11,1006,,1/3/1991,1/6/1991,,23.52361396
BushGHW,GHWB,Gallup,64,25,11,1004,,1/11/1991,1/13/1991,,23.75359343
BushGHW,GHWB,Gallup,83,12,6,1019,,1/17/1991,1/20/1991,,23.9835729
BushGHW,GHWB,Gallup,82,12,6,1008,,1/19/1991,1/22/1991,,24.04928131
BushGHW,GHWB,Gallup,83,13,4,1011,,1/23/1991,1/26/1991,,24.18069815
BushGHW,GHWB,Gallup,82,15,3,1005,,1/30/1991,2/2/1991,,24.41067762
BushGHW,GHWB,Gallup,74,18,8,1020,,1/26/1991,2/7/1991,Personal,24.57494867
BushGHW,GHWB,Gallup,79,18,3,1013,,2/7/1991,2/10/1991,,24.67351129
BushGHW,GHWB,Gallup,80,14,6,1009,,2/14/1991,2/17/1991,,24.90349076
BushGHW,GHWB,Gallup,80,13,7,1006,,2/21/1991,2/24/1991,,25.13347023
BushGHW,GHWB,Gallup,89,8,3,1012,,2/28/1991,3/3/1991,Personal,25.36344969
BushGHW,GHWB,Gallup,87,8,5,1018,,3/7/1991,3/10/1991,,25.59342916
BushGHW,GHWB,Gallup,86,9,5,1005,,3/14/1991,3/17/1991,,25.82340862
BushGHW,GHWB,Gallup,84,11,6,1010,,3/21/1991,3/24/1991,,26.05338809
BushGHW,GHWB,Gallup,82,11,7,1014,,3/28/1991,3/30/1991,,26.25051335
BushGHW,GHWB,Gallup,83,12,5,1002,,4/4/1991,4/6/1991,,26.48049281
BushGHW,GHWB,Gallup,77,13,10,1007,,4/11/1991,4/14/1991,,26.74332649
BushGHW,GHWB,Gallup,76,15,9,1005,,4/25/1991,4/28/1991,,27.20328542
BushGHW,GHWB,Gallup,74,19,7,1014,,5/2/1991,5/5/1991,,27.43326489
BushGHW,GHWB,Gallup,77,16,8,1002,,5/16/1991,5/19/1991,,27.89322382
BushGHW,GHWB,Gallup,76,16,8,1003,,5/23/1991,5/26/1991,,28.12320329
BushGHW,GHWB,Gallup,74,17,9,1012,,5/30/1991,6/2/1991,,28.35318275
BushGHW,GHWB,Gallup,71,19,10,990,,6/13/1991,6/16/1991,,28.81314168
BushGHW,GHWB,Gallup,72,21,7,1000,,6/26/1991,6/29/1991,,29.24024641
BushGHW,GHWB,Gallup,72,21,7,1217,,7/11/1991,7/14/1991,,29.73305955
BushGHW,GHWB,Gallup,70,21,9,1002,,7/18/1991,7/21/1991,,29.96303901
BushGHW,GHWB,Gallup,71,21,9,1215,,7/25/1991,7/28/1991,,30.19301848
BushGHW,GHWB,Gallup,71,22,7,1013,,8/8/1991,8/11/1991,,30.65297741
BushGHW,GHWB,Gallup,69,24,7,712,,8/19/1991,8/19/1991,,30.91581109
BushGHW,GHWB,Gallup,74,19,7,1018,,8/23/1991,8/25/1991,,31.11293634
BushGHW,GHWB,Gallup,69,22,9,1216,,8/29/1991,9/3/1991,,31.40862423
BushGHW,GHWB,Gallup,70,21,9,1005,,9/5/1991,9/8/1991,,31.57289528
BushGHW,GHWB,Gallup,68,22,10,1216,,9/13/1991,9/15/1991,,31.80287474
BushGHW,GHWB,Gallup,66,25,9,1005,,9/26/1991,9/29/1991,,32.26283368
BushGHW,GHWB,Gallup,65,27,8,1003,,10/3/1991,10/6/1991,,32.49281314
BushGHW,GHWB,Gallup,66,28,7,1000,,10/10/1991,10/13/1991,,32.72279261
BushGHW,GHWB,Gallup,66,26,8,1000,,10/17/1991,10/20/1991,,32.95277207
BushGHW,GHWB,Gallup,62,30,8,1003,,10/24/1991,10/27/1991,,33.18275154
BushGHW,GHWB,Gallup,59,33,8,1219,,10/31/1991,11/3/1991,,33.41273101
BushGHW,GHWB,Gallup,56,36,8,1011,,11/7/1991,11/10/1991,,33.64271047
BushGHW,GHWB,Gallup,56,36,8,1002,,11/14/1991,11/17/1991,,33.87268994
BushGHW,GHWB,Gallup,52,39,9,1005,,11/21/1991,11/24/1991,,34.1026694
BushGHW,GHWB,Gallup,52,42,6,1004,,12/5/1991,12/8/1991,,34.56262834
BushGHW,GHWB,Gallup,50,41,9,1005,,12/12/1991,12/15/1991,,34.7926078
BushGHW,GHWB,Gallup,46,47,7,1433,,1/3/1992,1/6/1992,,35.51540041
BushGHW,GHWB,Gallup,46,48,6,1001,,1/16/1992,1/19/1992,,35.94250513
BushGHW,GHWB,Gallup,47,48,5,1007,,1/31/1992,2/2/1992,,36.40246407
BushGHW,GHWB,Gallup,44,48,8,1002,,2/6/1992,2/9/1992,,36.63244353
BushGHW,GHWB,Gallup,39,47,14,1039,,2/19/1992,2/20/1992,,36.99383984
BushGHW,GHWB,Gallup,41,53,6,1001,,2/28/1992,3/1/1992,,37.32238193
BushGHW,GHWB,Gallup,41,47,12,785,RV,3/11/1992,3/12/1992,,37.68377823
BushGHW,GHWB,Gallup,41,50,10,1301,,3/20/1992,3/22/1992,,38.01232033
BushGHW,GHWB,Gallup,41,51,7,1004,,3/26/1992,3/29/1992,,38.24229979
BushGHW,GHWB,Gallup,39,54,7,1002,,4/9/1992,4/12/1992,,38.70225873
BushGHW,GHWB,Gallup,41,52,7,3634,RV,3/20/1992,4/22/1992,,39.03080082
BushGHW,GHWB,Gallup,42,48,10,1273,,4/20/1992,4/22/1992,,39.03080082
BushGHW,GHWB,Gallup,42,51,7,1015,,5/7/1992,5/10/1992,,39.62217659
BushGHW,GHWB,Gallup,41,52,7,1081,,5/18/1992,5/20/1992,,39.95071869
BushGHW,GHWB,Gallup,37,57,7,1002,,6/4/1992,6/8/1992,,40.57494867
BushGHW,GHWB,Gallup,37,55,8,1260,,6/12/1992,6/14/1992,,40.77207392
BushGHW,GHWB,Gallup,38,55,7,1206,,6/26/1992,7/1/1992,,41.33059548
BushGHW,GHWB,Gallup,32,59,9,1000,,7/24/1992,7/26/1992,,42.15195072
BushGHW,GHWB,Gallup,29,60,11,1001,,7/31/1992,8/2/1992,,42.38193018
BushGHW,GHWB,Gallup,40,54,6,939,,8/21/1992,8/23/1992,,43.07186858
BushGHW,GHWB,Gallup,39,54,7,1243,,8/31/1992,9/2/1992,,43.40041068
BushGHW,GHWB,Gallup,39,55,6,1441,,9/11/1992,9/15/1992,,43.8275154
BushGHW,GHWB,Gallup,36,54,10,1000,,9/17/1992,9/20/1992,,43.99178645
BushGHW,GHWB,Gallup,34,58,9,1243,,10/1/1992,10/3/1992,,44.41889117
BushGHW,GHWB,Gallup,34,56,10,1046,,10/12/1992,10/14/1992,,44.78028747
BushGHW,GHWB,Gallup,43,46,11,1007,,11/20/1992,11/22/1992,,46.06160164
BushGHW,GHWB,Gallup,43,46,11,1007,,12/4/1992,12/6/1992,,46.52156057
BushGHW,GHWB,Gallup,49,47,4,1005,,12/18/1992,12/20/1992,,46.98151951
BushGHW,GHWB,Gallup,56,37,7,1000,,1/8/1993,1/11/1993,,47.70431211
Clinton,WJC,Gallup,58,20,22,1000,,1/24/1993,1/26/1993,,0.197125257
Clinton,WJC,Gallup,54,30,16,1001,,1/29/1993,1/31/1993,,0.361396304
Clinton,WJC,Gallup,51,34,15,1003,,2/12/1993,2/14/1993,,0.821355236
Clinton,WJC,Gallup,59,29,12,1005,,2/26/1993,2/28/1993,,1.281314168
Clinton,WJC,Gallup,53,34,13,1007,,3/12/1993,3/14/1993,,1.741273101
Clinton,WJC,Gallup,52,37,11,1000,,3/29/1993,3/31/1993,,2.299794661
Clinton,WJC,Gallup,55,37,8,1000,,4/22/1993,4/24/1993,,3.088295688
Clinton,WJC,Gallup,45,44,10,1011,,5/10/1993,5/12/1993,,3.679671458
Clinton,WJC,Gallup,44,46,10,1023,,5/21/1993,5/23/1993,,4.041067762
Clinton,WJC,Gallup,37,49,14,1005,,6/5/1993,6/6/1993,,4.501026694
Clinton,WJC,Gallup,39,50,11,1003,,6/18/1993,6/21/1993,,4.993839836
Clinton,WJC,Gallup,46,47,7,1008,,6/29/1993,6/30/1993,,5.289527721
Clinton,WJC,Gallup,45,48,7,1002,,7/9/1993,7/11/1993,,5.650924025
Clinton,WJC,Gallup,42,49,10,1011,,7/19/1993,7/21/1993,,5.979466119
Clinton,WJC,Gallup,44,48,8,1003,,8/8/1993,8/10/1993,,6.636550308
Clinton,WJC,Gallup,44,47,9,1065,,8/23/1993,8/25/1993,,7.12936345
Clinton,WJC,Gallup,47,42,11,1002,,9/10/1993,9/12/1993,,7.72073922
Clinton,WJC,Gallup,46,43,11,802,,9/13/1993,9/15/1993,,7.819301848
Clinton,WJC,Gallup,56,36,8,1003,,9/24/1993,9/26/1993,,8.180698152
Clinton,WJC,Gallup,50,42,8,1019,,10/8/1993,10/10/1993,,8.640657084
Clinton,WJC,Gallup,47,44,9,1244,,10/13/1993,10/18/1993,,8.90349076
Clinton,WJC,Gallup,48,45,7,1017,,10/28/1993,10/30/1993,,9.297741273
Clinton,WJC,Gallup,48,45,7,1003,,11/2/1993,11/4/1993,,9.46201232
Clinton,WJC,Gallup,50,43,8,1008,,11/15/1993,11/16/1993,,9.856262834
Clinton,WJC,Gallup,48,43,9,1003,,11/19/1993,11/21/1993,,10.02053388
